run_id,round,client_id,participated,round_fail_reason,rounds_participated_so_far,data_distribution_json,samples_count,computation_time_s,comm_bytes_up,comm_bytes_down,loss,accuracy,f1,rmse,rmse_original_units,silhouette,inertia,metric_score,extra_metric,ari,nmi,clustering_k,clustering_agg,cpu_time_s,cpu_utilization,memory_used_mb,memory_utilization,gpu_utilization,gpu_memory_used_mb,gpu_memory_utilization,availability_flag
2cf11a39-ae6c-4006-a23c-2740db6fde29,1,client_1,1,,1,"{""bin_0"": 2, ""bin_1"": 0, ""bin_2"": 1, ""bin_3"": 3, ""bin_4"": 1, ""bin_5"": 3, ""bin_6"": 1, ""bin_7"": 0, ""bin_8"": 1, ""bin_9"": 0}",12,0.2511003017425537,6148,6148,1.1154018640518188,,,1.113342046737671,,,,0.4731841689061562,,,,,,0.25,4.978090393860183,11959.3828125,85.6,,,,1
2cf11a39-ae6c-4006-a23c-2740db6fde29,1,client_10,1,,1,"{""bin_0"": 2, ""bin_1"": 5, ""bin_2"": 6, ""bin_3"": 1, ""bin_4"": 2, ""bin_5"": 0, ""bin_6"": 1, ""bin_7"": 2, ""bin_8"": 1, ""bin_9"": 0}",20,0.23801636695861816,6148,6148,1.092448353767395,,,1.0903908014297485,,,,0.4783794491039846,,,,,,0.28125,5.908207145454382,11972.10546875,85.7,,,,1
2cf11a39-ae6c-4006-a23c-2740db6fde29,1,client_2,1,,1,"{""bin_0"": 6, ""bin_1"": 13, ""bin_2"": 4, ""bin_3"": 7, ""bin_4"": 6, ""bin_5"": 3, ""bin_6"": 1, ""bin_7"": 5, ""bin_8"": 3, ""bin_9"": 1}",49,0.25329065322875977,6148,6148,0.9675809144973755,,,0.9655337333679199,,,,0.5087676609276561,,,,,,0.25,4.935041953052492,11960.9921875,85.7,,,,1
2cf11a39-ae6c-4006-a23c-2740db6fde29,1,client_3,1,,1,"{""bin_0"": 0, ""bin_1"": 2, ""bin_2"": 4, ""bin_3"": 2, ""bin_4"": 3, ""bin_5"": 0, ""bin_6"": 0, ""bin_7"": 3, ""bin_8"": 1, ""bin_9"": 0}",15,0.25605082511901855,6148,6148,1.0308364629745483,,,1.0287823677062988,,,,0.4929064920504905,,,,,,0.25,4.8818432802119265,11962.27734375,85.7,,,,1
2cf11a39-ae6c-4006-a23c-2740db6fde29,1,client_4,1,,1,"{""bin_0"": 2, ""bin_1"": 13, ""bin_2"": 7, ""bin_3"": 8, ""bin_4"": 3, ""bin_5"": 6, ""bin_6"": 2, ""bin_7"": 2, ""bin_8"": 1, ""bin_9"": 0}",44,0.23439455032348633,6148,6148,1.0032176971435547,,,1.0011718273162842,,,,0.4997072147178247,,,,,,0.3125,6.666110614959283,11963.671875,85.7,,,,1
2cf11a39-ae6c-4006-a23c-2740db6fde29,1,client_5,1,,1,"{""bin_0"": 1, ""bin_1"": 2, ""bin_2"": 2, ""bin_3"": 3, ""bin_4"": 1, ""bin_5"": 2, ""bin_6"": 0, ""bin_7"": 3, ""bin_8"": 0, ""bin_9"": 1}",15,0.23595547676086426,6148,6148,0.9994201064109802,,,0.9973686933517456,,,,0.5006586932740592,,,,,,0.265625,5.628710205129189,11964.9609375,85.7,,,,1
2cf11a39-ae6c-4006-a23c-2740db6fde29,1,client_6,1,,1,"{""bin_0"": 3, ""bin_1"": 7, ""bin_2"": 0, ""bin_3"": 4, ""bin_4"": 4, ""bin_5"": 2, ""bin_6"": 0, ""bin_7"": 4, ""bin_8"": 2, ""bin_9"": 1}",27,0.24427413940429688,6148,6148,0.9574260711669922,,,0.9553733468055725,,,,0.5114112870739832,,,,,,0.234375,4.797376434762239,11966.25,85.7,,,,1
2cf11a39-ae6c-4006-a23c-2740db6fde29,1,client_7,1,,1,"{""bin_0"": 8, ""bin_1"": 12, ""bin_2"": 4, ""bin_3"": 5, ""bin_4"": 4, ""bin_5"": 6, ""bin_6"": 4, ""bin_7"": 2, ""bin_8"": 2, ""bin_9"": 0}",47,0.2542390823364258,6148,6148,0.9196808338165283,,,0.917632520198822,,,,0.5214763462064771,,,,,,0.265625,5.2239214671273,11967.8671875,85.7,,,,1
2cf11a39-ae6c-4006-a23c-2740db6fde29,1,client_8,1,,1,"{""bin_0"": 11, ""bin_1"": 21, ""bin_2"": 16, ""bin_3"": 8, ""bin_4"": 17, ""bin_5"": 9, ""bin_6"": 15, ""bin_7"": 13, ""bin_8"": 5, ""bin_9"": 1}",116,0.23551011085510254,6148,6148,0.7169483304023743,,,0.7148976922035217,,,,0.5831251651607688,,,,,,0.25,5.307627750933639,11969.3984375,85.7,,,,1
2cf11a39-ae6c-4006-a23c-2740db6fde29,1,client_9,1,,1,"{""bin_0"": 2, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 1, ""bin_4"": 2, ""bin_5"": 2, ""bin_6"": 1, ""bin_7"": 0, ""bin_8"": 0, ""bin_9"": 0}",8,0.24516820907592773,6148,6148,1.156403660774231,,,1.1543495655059814,,,,0.46417722360908265,,,,,,0.265625,5.417199093658527,11970.796875,85.7,,,,1
