run_id,round,global_loss,global_metric,global_metric_name,global_aux_metric,global_score,frontier_json,scheduled_clients,attempted_clients,participating_clients,dropped_clients,avg_client_duration,max_client_duration,avg_cpu_util,max_cpu_util,avg_memory_util,max_memory_util,avg_memory_used_mb,max_memory_used_mb,avg_gpu_util,max_gpu_util,avg_gpu_memory_util,max_gpu_memory_util,avg_gpu_memory_used_mb,max_gpu_memory_used_mb,avg_cpu_time_s,max_cpu_time_s
2cf11a39-ae6c-4006-a23c-2740db6fde29,1,0.9675156474113464,0.965465247631073,rmse,,0.5087853887039089,,10,10,10,0,0.24479997158050537,0.25605082511901855,5.374412833914916,6.666110614959283,85.69,85.7,11965.7703125,11972.10546875,,,,,,,0.2625,0.3125
2cf11a39-ae6c-4006-a23c-2740db6fde29,2,0.8546956181526184,0.8526527285575867,rmse,,0.539766565306908,,10,6,6,4,0.23439415295918783,0.244218111038208,5.387436552984708,5.6678082540225185,85.7,85.7,11977.521484375,11981.12109375,,,,,,,0.2526041666666667,0.265625
2cf11a39-ae6c-4006-a23c-2740db6fde29,3,0.7566440105438232,0.754605770111084,rmse,,0.5699285942372628,,10,6,6,4,0.2502865393956502,0.2924942970275879,5.214392881914524,6.030901745700167,85.81666666666666,86.0,11987.119791666666,11991.3515625,,,,,,,0.2604166666666667,0.296875
2cf11a39-ae6c-4006-a23c-2740db6fde29,4,0.7075930833816528,0.7055591344833374,rmse,,0.5863179879148128,,10,6,6,4,0.23890296618143717,0.2453451156616211,5.17772537304961,5.5828758240678935,85.96666666666667,86.0,11997.706380208334,12002.1875,,,,,,,0.24739583333333334,0.265625
2cf11a39-ae6c-4006-a23c-2740db6fde29,5,0.6752381920814514,0.6732070446014404,rmse,,0.5976546675598063,,10,8,8,2,0.25836119055747986,0.27904438972473145,4.946944281634168,5.178833066825332,86.07499999999999,86.1,12010.52490234375,12017.44140625,,,,,,,0.255859375,0.28125
2cf11a39-ae6c-4006-a23c-2740db6fde29,6,0.6483107805252075,0.6462833285331726,rmse,,0.6074288566664848,,10,8,8,2,0.2743915021419525,0.316070556640625,5.348535880933695,6.377206469065644,86.1875,86.2,12027.25830078125,12035.65625,,,,,,,0.29296875,0.34375
2cf11a39-ae6c-4006-a23c-2740db6fde29,7,0.6338414549827576,0.6318157911300659,rmse,,0.6128142682744108,,10,5,5,5,0.264238977432251,0.2903909683227539,5.029475485167,5.188855938130381,86.2,86.2,12043.23984375,12048.07421875,,,,,,,0.265625,0.28125
2cf11a39-ae6c-4006-a23c-2740db6fde29,8,0.6213231682777405,0.6193006038665771,rmse,,0.6175505632568734,,10,8,8,2,0.24466478824615479,0.25856661796569824,5.0299718712106,5.353198719205384,86.2,86.2,12058.95849609375,12067.29296875,,,,,,,0.24609375,0.265625
2cf11a39-ae6c-4006-a23c-2740db6fde29,9,0.6000778079032898,0.5980580449104309,rmse,,0.625759498026274,,10,7,7,3,0.2558800152369908,0.3195061683654785,5.233643958910898,6.412988807408756,86.25714285714285,86.3,12077.669642857143,12086.91015625,,,,,,,0.26785714285714285,0.34375
2cf11a39-ae6c-4006-a23c-2740db6fde29,10,0.5906656384468079,0.5886484980583191,rmse,,0.6294658643634649,,10,10,10,0,0.2540395736694336,0.2958400249481201,5.030782983731206,6.284884789091254,86.52,86.7,12109.85,12129.3359375,,,,,,,0.2546875,0.296875
