run_id,round,global_loss,global_metric,global_metric_name,global_aux_metric,global_score,frontier_json,scheduled_clients,attempted_clients,participating_clients,dropped_clients,avg_client_duration,max_client_duration,avg_cpu_util,max_cpu_util,avg_memory_util,max_memory_util,avg_memory_used_mb,max_memory_used_mb,avg_gpu_util,max_gpu_util,avg_gpu_memory_util,max_gpu_memory_util,avg_gpu_memory_used_mb,max_gpu_memory_used_mb,avg_cpu_time_s,max_cpu_time_s
6829d60c-0a86-4627-863d-0ac7dd558802,1,2.263394355773926,0.1964000016450882,accuracy,0.12311322332397974,0.1964000016450882,,50,39,39,11,0.6357905803582607,1.1202120780944824,23.04085486495076,30.58870884172321,52.34871794871795,53.7,3501.950721153846,3599.42578125,,,,,,,2.8850160256410255,3.640625
6829d60c-0a86-4627-863d-0ac7dd558802,2,2.206932783126831,0.37599998712539673,accuracy,0.32356761083872365,0.37599998712539673,,50,40,40,10,0.6615387499332428,0.8288528919219971,24.045701783841068,31.904515093748444,55.935,56.6,3721.756640625,3969.359375,,,,,,,3.17421875,4.15625
6829d60c-0a86-4627-863d-0ac7dd558802,3,2.1436288356781006,0.45509999990463257,accuracy,0.38608841252472287,0.45509999990463257,,50,39,39,11,0.6949222821455735,1.9266018867492676,22.337285009931474,30.884775367482558,56.3948717948718,56.8,3935.321013621795,4042.62109375,,,,,,,3.0360576923076925,4.421875
6829d60c-0a86-4627-863d-0ac7dd558802,4,2.0635457038879395,0.4722999930381775,accuracy,0.40013259505319987,0.4722999930381775,,50,42,42,8,0.7100352332705543,2.002352714538574,22.326758480197608,28.53064539890103,57.542857142857144,58.3,4197.239211309524,4323.05859375,,,,,,,3.0825892857142856,4.0625
6829d60c-0a86-4627-863d-0ac7dd558802,5,1.9563407897949219,0.49709999561309814,accuracy,0.42939966633812193,0.49709999561309814,,50,41,41,9,0.6712760401935112,0.7934658527374268,22.454058480715478,33.69671699048621,58.519512195121955,59.8,4367.147198932927,4571.1171875,,,,,,,3.0099085365853657,4.453125
6829d60c-0a86-4627-863d-0ac7dd558802,6,1.8146837949752808,0.5339999794960022,accuracy,0.4804300306854431,0.5339999794960022,,50,41,41,9,0.7172672981169166,2.0912868976593018,22.73697376313115,32.421792183240264,59.26341463414634,60.9,4624.723990091464,4701.7265625,,,,,,,3.1775914634146343,4.828125
6829d60c-0a86-4627-863d-0ac7dd558802,7,1.6482181549072266,0.560699999332428,accuracy,0.5121436844563052,0.560699999332428,,50,46,46,4,0.673150720803634,0.7601621150970459,22.477947301517936,34.161216061054404,59.44347826086957,60.5,4831.48683763587,5105.29296875,,,,,,,3.022758152173913,4.5625
6829d60c-0a86-4627-863d-0ac7dd558802,8,1.4795050621032715,0.5817999839782715,accuracy,0.5306644985689248,0.5817999839782715,,50,44,44,6,0.7618329741738059,2.4875600337982178,21.193108680678936,31.190480528370383,61.10227272727273,63.0,5062.254438920455,5145.47265625,,,,,,,3.1189630681818183,5.046875
6829d60c-0a86-4627-863d-0ac7dd558802,9,1.332585096359253,0.593500018119812,accuracy,0.5411500155740947,0.593500018119812,,50,41,41,9,0.6242798072535817,0.746992826461792,23.331931003474473,34.39271170074311,61.62682926829268,64.0,5302.882336128048,5568.73828125,,,,,,,2.893292682926829,4.09375
6829d60c-0a86-4627-863d-0ac7dd558802,10,1.2166566848754883,0.6097999811172485,accuracy,0.558539904375651,0.6097999811172485,,50,36,36,14,0.5595390266842313,0.6341795921325684,24.698488601048354,33.982275996837856,63.68611111111111,64.2,5485.006076388889,5544.21484375,,,,,,,2.7625868055555554,3.796875
