run_id,round,client_id,participated,round_fail_reason,rounds_participated_so_far,data_distribution_json,samples_count,computation_time_s,comm_bytes_up,comm_bytes_down,loss,accuracy,f1,rmse,rmse_original_units,silhouette,inertia,metric_score,extra_metric,ari,nmi,clustering_k,clustering_agg,cpu_time_s,cpu_utilization,memory_used_mb,memory_utilization,gpu_utilization,gpu_memory_used_mb,gpu_memory_utilization,availability_flag
7f9cecab-0ed6-49c1-b6c8-c9291dbf2938,1,client_1,1,,1,"{""bin_0"": 0, ""bin_1"": 1, ""bin_2"": 0, ""bin_3"": 0, ""bin_4"": 1, ""bin_5"": 1, ""bin_6"": 0, ""bin_7"": 1, ""bin_8"": 0, ""bin_9"": 0}",4,0.03733325004577637,0,0,1.2142926872832867,,,1.1019494939802308,,,,0.4757488240625658,,,,,,0.03125,4.1852771941476625,23043.42578125,97.9,,,,1
7f9cecab-0ed6-49c1-b6c8-c9291dbf2938,1,client_10,1,,1,"{""bin_0"": 1, ""bin_1"": 3, ""bin_2"": 3, ""bin_3"": 0, ""bin_4"": 0, ""bin_5"": 1, ""bin_6"": 2, ""bin_7"": 2, ""bin_8"": 0, ""bin_9"": 0}",12,0.03516364097595215,0,0,1.1741287497683064,,,1.0835722171448963,,,,0.4799449674800774,,,,,,0.046875,6.665265413222861,23043.42578125,97.8,,,,1
7f9cecab-0ed6-49c1-b6c8-c9291dbf2938,1,client_11,1,,1,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 1, ""bin_4"": 0, ""bin_5"": 0, ""bin_6"": 0, ""bin_7"": 0, ""bin_8"": 0, ""bin_9"": 0}",1,0.034020423889160156,0,0,1.3838939348716146,,,1.1763902136925548,,,,0.4594764273927505,,,,,,0.03125,4.5928293106831495,23043.42578125,97.8,,,,1
7f9cecab-0ed6-49c1-b6c8-c9291dbf2938,1,client_12,1,,1,"{""bin_0"": 2, ""bin_1"": 5, ""bin_2"": 1, ""bin_3"": 2, ""bin_4"": 2, ""bin_5"": 5, ""bin_6"": 0, ""bin_7"": 4, ""bin_8"": 3, ""bin_9"": 0}",24,0.05896306037902832,0,0,0.7911621622777596,,,0.8894729688291598,,,,0.5292481112443037,,,,,,0.046875,3.974946322212293,23043.42578125,97.9,,,,1
7f9cecab-0ed6-49c1-b6c8-c9291dbf2938,1,client_13,1,,1,"{""bin_0"": 2, ""bin_1"": 1, ""bin_2"": 2, ""bin_3"": 0, ""bin_4"": 5, ""bin_5"": 0, ""bin_6"": 1, ""bin_7"": 1, ""bin_8"": 0, ""bin_9"": 0}",12,0.04738187789916992,0,0,0.930414038975833,,,0.9645797214205951,,,,0.5090147216204065,,,,,,0.046875,4.946511417271328,23043.42578125,97.9,,,,1
7f9cecab-0ed6-49c1-b6c8-c9291dbf2938,1,client_14,1,,1,"{""bin_0"": 0, ""bin_1"": 1, ""bin_2"": 1, ""bin_3"": 1, ""bin_4"": 1, ""bin_5"": 0, ""bin_6"": 0, ""bin_7"": 1, ""bin_8"": 0, ""bin_9"": 0}",5,0.037541866302490234,0,0,1.083011366116356,,,1.0406783201913818,,,,0.4900331375629142,,,,,,0.03125,4.162020042930993,23043.42578125,97.9,,,,1
7f9cecab-0ed6-49c1-b6c8-c9291dbf2938,1,client_15,1,,1,"{""bin_0"": 0, ""bin_1"": 1, ""bin_2"": 0, ""bin_3"": 0, ""bin_4"": 0, ""bin_5"": 0, ""bin_6"": 0, ""bin_7"": 1, ""bin_8"": 0, ""bin_9"": 0}",2,0.03601551055908203,0,0,1.0850923321583656,,,1.0416776527114162,,,,0.48979328282893553,,,,,,0.03125,4.338408579372435,23043.42578125,97.9,,,,1
7f9cecab-0ed6-49c1-b6c8-c9291dbf2938,1,client_16,1,,1,"{""bin_0"": 1, ""bin_1"": 2, ""bin_2"": 3, ""bin_3"": 0, ""bin_4"": 1, ""bin_5"": 0, ""bin_6"": 0, ""bin_7"": 1, ""bin_8"": 0, ""bin_9"": 0}",8,0.03613400459289551,0,0,1.16748581447893,,,1.0805025749524755,,,,0.4806530941317594,,,,,,0.046875,6.4862724915378385,23043.42578125,97.9,,,,1
7f9cecab-0ed6-49c1-b6c8-c9291dbf2938,1,client_17,0,error,0,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 0, ""bin_4"": 0, ""bin_5"": 0, ""bin_6"": 0, ""bin_7"": 0, ""bin_8"": 0, ""bin_9"": 0}",0,0.001535177230834961,0,0,,,,,,,,,,,,,,0.0,0.0,23043.42578125,97.9,,,,0
7f9cecab-0ed6-49c1-b6c8-c9291dbf2938,1,client_18,1,,1,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 0, ""bin_4"": 2, ""bin_5"": 0, ""bin_6"": 0, ""bin_7"": 0, ""bin_8"": 0, ""bin_9"": 0}",2,0.03826189041137695,0,0,1.3341868802559032,,,1.1550700759070434,,,,0.464022033983796,,,,,,0.046875,6.125546790294238,23043.42578125,97.8,,,,1
7f9cecab-0ed6-49c1-b6c8-c9291dbf2938,1,client_19,1,,1,"{""bin_0"": 12, ""bin_1"": 20, ""bin_2"": 23, ""bin_3"": 18, ""bin_4"": 13, ""bin_5"": 18, ""bin_6"": 16, ""bin_7"": 7, ""bin_8"": 3, ""bin_9"": 1}",131,0.07260560989379883,0,0,0.7070273889437018,,,0.8408492070185366,,,,0.5432275474750119,,,,,,0.078125,5.380093915213608,23043.484375,97.8,,,,1
7f9cecab-0ed6-49c1-b6c8-c9291dbf2938,1,client_2,1,,1,"{""bin_0"": 0, ""bin_1"": 1, ""bin_2"": 0, ""bin_3"": 2, ""bin_4"": 0, ""bin_5"": 1, ""bin_6"": 1, ""bin_7"": 1, ""bin_8"": 0, ""bin_9"": 0}",6,0.03479957580566406,0,0,1.0594632335439114,,,1.0293023042546399,,,,0.4927802022909045,,,,,,0.03125,4.4899972595231565,23043.42578125,97.9,,,,1
7f9cecab-0ed6-49c1-b6c8-c9291dbf2938,1,client_20,1,,1,"{""bin_0"": 0, ""bin_1"": 1, ""bin_2"": 1, ""bin_3"": 1, ""bin_4"": 1, ""bin_5"": 2, ""bin_6"": 0, ""bin_7"": 0, ""bin_8"": 1, ""bin_9"": 1}",8,0.03527712821960449,0,0,1.1398813295498533,,,1.0676522512268933,,,,0.4836403217255827,,,,,,0.046875,6.643823117941647,23043.48828125,97.8,,,,1
