run_id,round,global_loss,global_metric,global_metric_name,global_aux_metric,global_score,frontier_json,scheduled_clients,attempted_clients,participating_clients,dropped_clients,avg_client_duration,max_client_duration,avg_cpu_util,max_cpu_util,avg_memory_util,max_memory_util,avg_memory_used_mb,max_memory_used_mb,avg_gpu_util,max_gpu_util,avg_gpu_memory_util,max_gpu_memory_util,avg_gpu_memory_used_mb,max_gpu_memory_used_mb,avg_cpu_time_s,max_cpu_time_s
30b7f398-ad09-46d5-b2c5-d04b32f89184,1,1.1819772720336914,1.1784559488296509,rmse,,0.45904072585779754,,10,6,6,4,0.3753821849822998,0.3871288299560547,5.098973239663792,5.4745037259509575,76.85,76.9,9487.223307291666,9516.39453125,,,,,,,0.3828125,0.40625
30b7f398-ad09-46d5-b2c5-d04b32f89184,2,0.5334721207618713,0.5279660820960999,rmse,,0.6544647893153338,,10,6,6,4,0.3884069522221883,0.39793920516967773,5.240256630061814,6.093678560046273,77.16666666666666,77.3,9565.268880208334,9596.83984375,,,,,,,0.40625,0.453125
30b7f398-ad09-46d5-b2c5-d04b32f89184,3,0.6008180975914001,0.5933271050453186,rmse,,0.6276175160978996,,10,6,6,4,0.38494757811228436,0.3984339237213135,5.707920627948734,6.470646314251298,77.48333333333333,77.6,9641.715494791666,9674.11328125,,,,,,,0.4401041666666667,0.515625
30b7f398-ad09-46d5-b2c5-d04b32f89184,4,0.4728115200996399,0.46512553095817566,rmse,,0.6825353724782962,,10,7,7,3,0.377664531980242,0.38730883598327637,5.169701547543822,5.7093786480748125,77.77142857142857,77.9,9724.62779017857,9762.953125,,,,,,,0.390625,0.4375
30b7f398-ad09-46d5-b2c5-d04b32f89184,5,0.41140857338905334,0.4030854105949402,rmse,,0.7127149868773686,,10,9,9,1,0.3722047011057536,0.37898683547973633,5.130007731028488,5.413878605098642,78.04444444444445,78.2,9828.282552083334,9880.9375,,,,,,,0.3819444444444444,0.40625
30b7f398-ad09-46d5-b2c5-d04b32f89184,6,0.3683103024959564,0.3595644235610962,rmse,,0.7355296907377938,,10,8,8,2,0.37397122383117676,0.37786316871643066,5.300276646735985,6.004514102146095,78.35,78.5,9936.28173828125,9981.0625,,,,,,,0.396484375,0.453125
30b7f398-ad09-46d5-b2c5-d04b32f89184,7,0.3177109658718109,0.308472603559494,rmse,,0.764249856878667,,10,8,8,2,0.3704841732978821,0.37625932693481445,5.326377604484573,5.940086637485377,78.6375,78.8,10034.17578125,10079.91796875,,,,,,,0.39453125,0.4375
30b7f398-ad09-46d5-b2c5-d04b32f89184,8,0.319807231426239,0.31056252121925354,rmse,,0.7630311288542507,,10,10,10,0,0.8387970447540283,4.684397220611572,5.103992192775043,5.475334043268331,78.83,78.9,9980.3671875,10120.83203125,,,,,,,0.8421875,4.625
30b7f398-ad09-46d5-b2c5-d04b32f89184,9,0.35080692172050476,0.3413872718811035,rmse,,0.7454968605730419,,10,8,8,2,0.4268054962158203,0.4631383419036865,5.24963743692619,5.730791450028884,78.91250000000001,79.0,9927.26318359375,9927.9140625,,,,,,,0.447265625,0.484375
30b7f398-ad09-46d5-b2c5-d04b32f89184,10,0.33996227383613586,0.3302000164985657,rmse,,0.7517666423071182,,10,8,8,2,0.42893609404563904,0.4589993953704834,5.3537677674150785,6.593181063652125,79.0,79.1,9928.7119140625,9929.34765625,,,,,,,0.458984375,0.5625
30b7f398-ad09-46d5-b2c5-d04b32f89184,11,0.3781271278858185,0.36845728754997253,rmse,,0.7307498809775476,,10,5,5,5,0.44199585914611816,0.49166297912597656,5.332185194816407,5.816526266359491,79.14,79.3,9929.86796875,9930.22265625,,,,,,,0.471875,0.53125
30b7f398-ad09-46d5-b2c5-d04b32f89184,12,0.33752912282943726,0.32782304286956787,rmse,,0.7531124010612836,,10,9,9,1,0.4280820157792833,0.5346627235412598,5.278423839272721,5.729829565635535,79.73333333333333,80.0,9931.125868055555,9931.86328125,,,,,,,0.453125,0.59375
30b7f398-ad09-46d5-b2c5-d04b32f89184,13,0.31382104754447937,0.304049015045166,rmse,,0.7668423414018413,,10,6,6,4,0.42436814308166504,0.4561648368835449,5.540924002252874,6.336799258242591,80.0,80.0,9932.479817708334,9932.9453125,,,,,,,0.4713541666666667,0.578125
30b7f398-ad09-46d5-b2c5-d04b32f89184,14,0.3240574598312378,0.3145101070404053,rmse,,0.7607396813794617,,10,6,6,4,0.41434013843536377,0.44294261932373047,5.064483317186859,5.256792197899745,80.03333333333333,80.2,9935.100260416666,9937.140625,,,,,,,0.4192708333333333,0.4375
30b7f398-ad09-46d5-b2c5-d04b32f89184,15,0.298655241727829,0.28851068019866943,rmse,,0.7760898030319894,,10,9,9,1,0.43321145905388725,0.47159457206726074,5.210041671220321,6.121268414689202,80.64444444444445,80.9,9942.538628472223,9948.4140625,,,,,,,0.4513888888888889,0.5625
