run_id,dataset,task_type,model_type,split_strategy,distribution_param,num_clients,num_rounds,seed,save_weights,learning_rate,batch_size,local_epochs,hidden_layers,activation,dropout,weight_decay,optimizer,params_count,metric_name,distribution_bins,clustering_k,clustering_init,clustering_n_init,clustering_max_iter,clustering_tol,dataset_args_json,hardware_snapshot_json
8e93b698-8dc2-4ecc-930e-0a42c5d64cc3,mnist,clustering,kmeans,dirichlet,0.1,20,1,899892,0,0.001,64,3,128,tanh,0.0,0.0,adam,0,silhouette,10,10,random,20,300,0.0001,{},"{""platform"": ""Windows-10-10.0.26100-SP0"", ""python_version"": ""3.11.9"", ""processor"": ""Intel64 Family 6 Model 183 Stepping 1, GenuineIntel"", ""machine"": ""AMD64"", ""cpu"": {""physical_cores"": 14, ""logical_cores"": 20, ""frequency"": {""current_mhz"": 3500.0, ""min_mhz"": 0.0, ""max_mhz"": 3500.0}}, ""memory"": {""total_mb"": 32485.125, ""available_mb"": 4340.16015625}, ""gpu"": [], ""environment"": {""pid"": 33488, ""working_directory"": ""C:\\Users\\Josh Boland\\OneDrive - Curtin (1)\\Documents\\Projects\\Adaptive-MLaaS-Model""}}"
