run_id,dataset,task_type,model_type,split_strategy,distribution_param,num_clients,num_rounds,seed,save_weights,learning_rate,batch_size,local_epochs,hidden_layers,activation,dropout,weight_decay,optimizer,params_count,metric_name,distribution_bins,clustering_k,clustering_init,clustering_n_init,clustering_max_iter,clustering_tol,dataset_args_json,hardware_snapshot_json
6bc85157-0860-4044-bb2c-e40e6763bb5a,iris,clustering,kmeans,iid,None,5,1,2660686,0,0.001,16,2,128,gelu,0.0,0.0,adam,0,silhouette,10,2,random,20,300,0.001,"{""test_size"": 0.2, ""seed"": 2026, ""scaler"": ""standard""}","{""platform"": ""Windows-10-10.0.26100-SP0"", ""python_version"": ""3.11.9"", ""processor"": ""Intel64 Family 6 Model 183 Stepping 1, GenuineIntel"", ""machine"": ""AMD64"", ""cpu"": {""physical_cores"": 14, ""logical_cores"": 20, ""frequency"": {""current_mhz"": 3500.0, ""min_mhz"": 0.0, ""max_mhz"": 3500.0}}, ""memory"": {""total_mb"": 32485.125, ""available_mb"": 6827.15625}, ""gpu"": [], ""environment"": {""pid"": 29464, ""working_directory"": ""C:\\Users\\Josh Boland\\OneDrive - Curtin (1)\\Documents\\Projects\\Adaptive-MLaaS-Model""}}"
