Client,Round,Computation_Time,Quality_Factor,Data_Distribution,Reliability_Score,DUM,SUM,HQS,SRS
client_14,7,0.6691570281982422,0.7750999927520752,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7104599952697754,1,1,1,1
client_15,7,0.7280468940734863,0.7279999852180481,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7250199973583221,1,1,1,1
client_16,7,0.751309871673584,0.7333999872207642,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.722189998626709,1,1,1,1
client_17,7,0.7810149192810059,0.7422000169754028,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7362200021743774,1,1,1,1
client_18,7,0.8238840103149414,0.647599995136261,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7274700045585633,1,1,0,1
client_19,7,0.7940187454223633,0.7703999876976013,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7412099957466125,1,1,1,1
client_20,7,0.6676771640777588,0.7565000057220459,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7249899983406067,1,1,1,1
client_1,8,0.6269371509552002,0.7551000118255615,"{0: 100, 1: 30, 2: 40, 3: 200, 4: 10, 5: 50, 6: 70, 7: 90, 8: 60, 9: 20}",0.6902900010347366,1,1,1,0
client_2,8,0.568007230758667,0.7325999736785889,"{0: 100, 1: 30, 2: 40, 3: 200, 4: 10, 5: 50, 6: 70, 7: 90, 8: 60, 9: 20}",0.7016599923372269,1,1,1,1
client_3,8,0.862293004989624,0.7871999740600586,"{0: 150, 1: 150, 2: 150, 3: 150, 4: 150, 5: 150, 6: 150, 7: 150, 8: 150, 9: 150}",0.7634699881076813,1,1,0,1
client_4,8,0.6773431301116943,0.7710999846458435,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",0.7384599983692169,1,1,1,1
client_5,8,2.8437089920043945,0.8181999921798706,"{0: 500, 1: 500, 2: 500, 3: 500, 4: 500, 5: 500, 6: 500, 7: 500, 8: 500, 9: 500}",0.7617899954319001,0,0,0,1
client_6,8,0.7457270622253418,0.7878999710083008,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7279399931430817,1,1,0,1
client_7,8,0.7712585926055908,0.771399974822998,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7173900067806244,1,1,1,1
client_8,8,0.830390214920044,0.7706999778747559,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7515300035476684,1,1,1,1
client_9,8,0.8003981113433838,0.7160999774932861,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7106000065803528,1,1,1,1
client_10,8,0.784221887588501,0.7860000133514404,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.746780002117157,1,1,0,1
client_11,8,0.7396457195281982,0.7128000259399414,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7253500103950501,1,1,1,1
client_12,8,0.7373907566070557,0.807200014591217,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.734060001373291,1,1,0,1
client_13,8,0.7827544212341309,0.7627000212669373,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7231400012969971,1,1,1,1
client_14,8,0.7407140731811523,0.5250999927520752,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7104599952697754,1,1,0,1
client_15,8,0.6985290050506592,0.7432000041007996,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7250199973583221,1,1,1,1
client_16,8,0.6790754795074463,0.6940000057220459,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.722189998626709,1,1,1,1
client_17,8,0.6616432666778564,0.7723000049591064,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7362200021743774,1,1,1,1
client_18,8,0.6694583892822266,0.7832000255584717,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7274700045585633,1,1,0,1
client_19,8,0.6819448471069336,0.7534999847412109,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7412099957466125,1,1,1,1
client_20,8,0.6718194484710693,0.6875,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7249899983406067,1,1,1,1
client_1,9,0.6289854049682617,0.7599999904632568,"{0: 100, 1: 30, 2: 40, 3: 200, 4: 10, 5: 50, 6: 70, 7: 90, 8: 60, 9: 20}",0.6902900010347366,1,1,1,0
client_2,9,0.6543114185333252,0.7767000198364258,"{0: 100, 1: 30, 2: 40, 3: 200, 4: 10, 5: 50, 6: 70, 7: 90, 8: 60, 9: 20}",0.7016599923372269,1,1,1,1
client_3,9,0.9901220798492432,0.7835000157356262,"{0: 150, 1: 150, 2: 150, 3: 150, 4: 150, 5: 150, 6: 150, 7: 150, 8: 150, 9: 150}",0.7634699881076813,1,1,0,1
client_4,9,0.5402047634124756,0.7998999953269958,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",0.7384599983692169,1,1,0,1
client_5,9,2.4166147708892822,0.7926999926567078,"{0: 500, 1: 500, 2: 500, 3: 500, 4: 500, 5: 500, 6: 500, 7: 500, 8: 500, 9: 500}",0.7617899954319001,0,0,0,1
client_6,9,0.950901985168457,0.795799970626831,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7279399931430817,1,1,0,1
client_7,9,0.6947464942932129,0.7849000096321106,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7173900067806244,1,1,0,1
client_8,9,0.6654047966003418,0.7748000025749207,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7515300035476684,1,1,1,1
client_9,9,0.660161018371582,0.739799976348877,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7106000065803528,1,1,1,1
client_10,9,0.6718134880065918,0.7813000082969666,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.746780002117157,1,1,0,1
client_11,9,0.7100083827972412,0.7828999757766724,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7253500103950501,1,1,0,1
client_12,9,0.7671427726745605,0.7727000117301941,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.734060001373291,1,1,1,1
client_13,9,0.8079705238342285,0.7911999821662903,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7231400012969971,1,1,0,1
client_14,9,0.7586405277252197,0.7491999864578247,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7104599952697754,1,1,1,1
client_15,9,0.7889504432678223,0.802299976348877,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7250199973583221,1,1,0,1
client_16,9,0.8180625438690186,0.8015999794006348,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.722189998626709,1,1,0,1
client_17,9,0.818263053894043,0.7516000270843506,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7362200021743774,1,1,1,1
client_18,9,0.8077795505523682,0.7554000020027161,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7274700045585633,1,1,1,1
client_19,9,0.758681058883667,0.7980999946594238,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7412099957466125,1,1,0,1
client_20,9,0.7578177452087402,0.7346000075340271,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7249899983406067,1,1,1,1
client_1,10,0.6020793914794922,0.7383000254631042,"{0: 100, 1: 30, 2: 40, 3: 200, 4: 10, 5: 50, 6: 70, 7: 90, 8: 60, 9: 20}",0.6902900010347366,1,1,1,0
client_2,10,0.6580507755279541,0.7585999965667725,"{0: 100, 1: 30, 2: 40, 3: 200, 4: 10, 5: 50, 6: 70, 7: 90, 8: 60, 9: 20}",0.7016599923372269,1,1,1,1
client_3,10,0.8742837905883789,0.7914999723434448,"{0: 150, 1: 150, 2: 150, 3: 150, 4: 150, 5: 150, 6: 150, 7: 150, 8: 150, 9: 150}",0.7634699881076813,1,1,0,1
client_4,10,0.4647030830383301,0.7903000116348267,"{0: 50, 1: 50, 2: 50, 3: 50, 4: 50, 5: 50, 6: 50, 7: 50, 8: 50, 9: 50}",0.7384599983692169,1,1,0,1
client_5,10,2.4371254444122314,0.8068000078201294,"{0: 500, 1: 500, 2: 500, 3: 500, 4: 500, 5: 500, 6: 500, 7: 500, 8: 500, 9: 500}",0.7617899954319001,0,0,0,1
client_6,10,0.7561907768249512,0.7171000242233276,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7279399931430817,1,1,1,1
client_7,10,0.7501988410949707,0.7245000004768372,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7173900067806244,1,1,1,1
client_8,10,0.9946885108947754,0.7961000204086304,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7515300035476684,1,1,0,1
client_9,10,0.8387758731842041,0.7120000123977661,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7106000065803528,1,1,1,1
client_10,10,0.8695125579833984,0.8057000041007996,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.746780002117157,1,1,0,1
client_11,10,0.7882020473480225,0.8051000237464905,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7253500103950501,1,1,0,1
client_12,10,0.8250854015350342,0.7333999872207642,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.734060001373291,1,1,1,1
client_13,10,0.7630155086517334,0.7494999766349792,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7231400012969971,1,1,1,1
client_14,10,0.7606806755065918,0.7914000153541565,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7104599952697754,1,1,0,1
client_15,10,0.7773764133453369,0.76910001039505,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7250199973583221,1,1,1,1
client_16,10,0.7513473033905029,0.7592999935150146,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.722189998626709,1,1,1,1
client_17,10,0.7002723217010498,0.7957000136375427,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7362200021743774,1,1,0,1
client_18,10,0.6709177494049072,0.7972000241279602,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7274700045585633,1,1,0,1
client_19,10,0.6628172397613525,0.7860000133514404,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7412099957466125,1,1,0,1
client_20,10,0.6776778697967529,0.7789999842643738,"{0: 100, 1: 100, 2: 100, 3: 100, 4: 100, 5: 100, 6: 100, 7: 100, 8: 100, 9: 100}",0.7249899983406067,1,1,1,1
